COUNTER,READING
198,"{""data"":[[-1.5846954498049746,-2.5630238323361554,-2.828568138232533,-1.8260748778115383,-0.015893164796570214,0.837452604398951,0.6957941533556817,0.723214971514399,0.44483274956589425,-0.47879618268442076,-1.0861842976064395,-1.5136608606038036,-2.242308985411933,-2.1334924815160696,-0.7742748478648397,0.4137423383808473],[-4.33691253230524,-3.148636689171147,-0.4220452708085083,2.7198691560892834,4.577119765726689,3.573614182695336,0.9523017696230061,-0.9438467453938093,-1.9674439709250016,-2.4939940390641437,-2.2319804529042444,-1.8441151044276638,-2.0079659967322687,-2.1288850999394366,-2.136870876412856,-2.870872140968844],[-11.670972960208374,-6.038151636904827,1.362541756190581,6.342130676702804,7.056356519340599,3.7596046641202494,-1.8456757466300209,-6.274666230232108,-6.505585651904071,-2.4314915604106226,3.609358329319915,8.646443990125407,10.169605794742527,7.5526181879071865,2.9841984760872395,-0.21969625498974366],[-2.6570967834691723,-2.037731106751841,-0.09637856071837314,2.3418631287339133,4.389592707616671,4.838929530622064,4.141664248120533,3.526006660391106,2.4080990412460674,0.32674173008609264,-1.2468829094313494,-1.432393959462071,-0.8186508779544253,0.1852454280369955,0.9171423578226617,0.2564506835710487],[-3.8725066274164845,-2.3554078272988064,0.5091603785144065,3.4699046804365516,5.343340427171854,4.685883033763998,2.3140617009166524,0.3373033712596212,-1.229284375676178,-2.5624133963812934,-2.3812622561891112,-0.8496099995563398,0.5450949886985439,1.4567374952579275,1.673376294191192,0.5188434793757295],[-7.484346456478328,-4.390754432810895,-1.616814789495268,-0.8146197523763332,-1.622970802560631,-3.4791817198983175,-6.142106996049598,-8.349986248497618,-8.695759495194178,-6.853343380071449,-3.5781469161125936,-0.42113502077620213,0.94396299235255,0.12926952620581833,-1.6330159730907998,-2.751723439260716],[-3.328541322405191,-3.4411658704350385,-1.2207044067541295,1.703988004113959,2.920689866250523,0.6132677493065466,-4.012188144662794,-7.8577388221111395,-9.087332582726269,-7.2547457456727225,-3.025248613569349,1.4497217154160467,4.295954305769559,5.570977533636597,5.788398558153352,4.981953793409936],[0.941971904045301,-2.7248498442439737,-5.05265779353227,-4.946900187770206,-3.564186798423525,-3.95450867159287,-5.701047672946883,-6.213558191621878,-5.615161750174825,-4.328074493782536,-1.8378556538671014,-0.10985023000750033,-0.7808065687605583,-1.3361353909617375,-0.041542130107939834,1.4954624006209876]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029387833.52},""label"":""raw""}"
199,"{""data"":[[1.0632575036522238,1.7699764859086855,1.8042058292418925,0.6085294444743214,-0.8582429585613122,-2.5288365888540256,-4.3006811956782585,-4.305353244325955,-1.8369980233560388,1.330759170342918,3.554694228917281,4.274245972190701,3.2723589361197205,1.2437596027353626,-0.0169077641516098,0.1573476124677831],[-3.7513901999787116,-3.1557696725800874,-1.1307126206073055,1.1717524414830087,3.126299844820595,3.438722883781916,1.4852269114957888,-0.5912242952569937,-0.67670582518119,0.7687422485643103,2.461714658107824,3.3361892644306623,2.112169108780627,-1.2539368888281173,-4.568533556647366,-6.025707372833752],[-0.20168634210045666,2.7367687141376225,6.367890993743599,7.766274768854936,5.291100917746529,-0.0614050883723225,-5.291335145551412,-7.788974786695471,-6.695154702187708,-2.9928599461828007,0.8399838202602308,2.747283384183299,2.7450348594115135,1.6307023735261208,0.26392522940031693,-0.07908879619798477],[-1.1254790058669801,-1.257938126943275,-0.14262185382169656,0.7542994132008539,1.0388912415267606,0.3957246423055665,-1.4413403778361522,-2.9599987953963507,-2.6604517715254614,-1.260472925731496,0.1975289688814128,1.4077792071717106,1.462748223648285,-0.1200958149148037,-1.8380965442057777,-2.3291568809103893],[-0.9647023247125712,-0.863373316494279,0.5018480187993155,1.7506577310113651,2.6886667119344976,2.537949499365483,0.558287860734414,-1.609575060715391,-2.1861061484925806,-1.497089448912097,-0.04278312063455325,1.8837922077298925,2.6311476800384734,1.116559126491199,-1.077298793458833,-2.4234009935717253],[-2.4843605209465176,-1.1912035452441896,0.10223467347135773,0.6883065560471122,0.2853446042659452,-0.8814562547682576,-1.9995550906109516,-2.639635603061553,-2.377885496747469,-0.49283864469952565,2.4617882643467595,4.769839259143647,5.317501353711768,3.8822257630824266,1.4069400119184008,-0.11255045515518913],[3.9008694582639345,3.2869123913635416,2.5358835370297683,1.1694220759613196,-0.4207232903987934,-2.4758823577248865,-4.800862343441478,-5.687440429733108,-4.282942160438866,-1.7161757779578597,0.6560837707665839,1.8856687321821684,1.4187958120148634,-0.09200083428881267,-0.9811108517726612,-0.6234387514790661],[3.153361797210014,5.267002017414745,5.506040398931001,2.9683368317921492,-0.3708872281535842,-4.3969109907540185,-8.985698671337094,-10.945035380262341,-8.855595643650704,-5.3449226837961366,-2.6479219674230206,-1.5718299362001837,-3.251716829609878,-6.926453631356183,-8.858465933565112,-7.146667066411549]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029387895.854},""label"":""raw""}"
200,"{""data"":[[0.8977732765157558,2.0369745177623715,3.4547230622980125,3.7133780829030067,1.865951209622973,-1.123113078200841,-4.029824949544925,-5.691361336516239,-4.782558171734944,-1.9285069088108522,0.1776265513555212,0.12373829744100673,-1.380878836758742,-3.443064360263696,-5.204634955397834,-5.577485610754705],[-5.773085253726842,-3.8635152148596634,-0.49633735330273376,2.5321827154554635,3.9197399707316234,4.102481481653589,3.321448620611271,2.099132271985455,1.8397512515316263,2.7241953801351024,3.4781986537675316,3.3729762244881254,2.43008573467394,0.6724854746275779,-1.443862317426763,-2.858160212071237],[1.1689053451949938,3.1982389722253046,5.154400386040827,6.365533006311189,5.675930120820874,2.791439211896696,-0.18149405444523703,-0.9251410233267169,0.7700191084313617,3.9805581490690374,6.6654051723050465,6.150804126105642,2.472734701912,-1.4536845552717823,-3.7893687512398735,-4.5904060659312105],[-1.8777393816877672,-0.6144983336022238,1.2432624569001223,2.1175561615710348,1.1870285558685678,-0.3854712234827058,-1.8455103228704872,-2.7465399427646475,-1.9963344945544261,0.18686142974813613,2.1337516547778552,3.1561804328692467,3.5895087158378765,3.3170326354924535,2.21602854525861,0.7720705134332698],[-3.0025434624687937,-2.3350813464693974,-0.3390842611732614,1.0837466495649666,0.79021725974881,-0.24308558687759696,-1.5195908778626612,-2.603383126813548,-2.005245485066477,0.2991820359983892,2.4842515729634727,3.713667923236322,4.18221243808199,3.6026642557169772,2.1467560844957125,0.7443284394180448],[0.625759589189667,2.8638021439603243,5.024431789438893,6.265638766647518,6.129573842544216,4.5852324116930445,2.7927867952821632,1.7324431183007842,1.2473012585074335,1.5845486789472218,2.8595223173731013,3.874911500695184,3.9190167832491305,3.414087093730978,2.187824549738848,0.3576613044391823],[0.10020239843912071,0.7762363147433287,1.4499366833823744,1.4931264067524155,0.5204174072819043,-1.0066408520929073,-2.644598757285969,-3.6177625180725848,-2.8297191208638317,-0.33985221252736997,2.0919791814869035,2.7289979719038127,1.4391014787172867,-0.9018262150270444,-3.2396357023460625,-4.303966257832114],[-3.3911336755786587,1.4173811188316137,6.128439062897445,7.8012049741637215,5.5911503927155355,1.8435457618525009,-1.9758877581850973,-4.842581529644798,-4.620832843523768,-1.3217526224167029,2.2998097323533178,4.723439589883327,5.8164803992958785,4.813993443598389,2.270849076062336,0.8319254810153272]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029387958.408},""label"":""raw""}"
201,"{""data"":[[-4.6642158840458485,-3.4151858228185996,-1.39122174108412,1.985541324850441,5.249815518313089,6.599515294953001,5.882692903166609,3.128074434921867,-0.9099052306758579,-3.4867978386675427,-3.230352620745933,-1.6082234200603724,0.12124432808804819,1.2213156012010378,0.6696292839048511,-0.8715294971672018],[-3.0735149419203394,-2.297778570269232,-0.4251331741480986,2.0414417608097626,3.355272173106375,2.573668492911138,0.6254343269411831,-1.482682282851978,-2.733325166319325,-1.7367297518798444,1.2205015562342236,4.045862575055653,5.388341308017804,4.914139646474362,2.635836444907694,-0.07442981727882647],[-4.174272267454956,-3.2286523497633244,-2.5482843629864407,-1.3987213047340137,0.794166500862341,2.422065595788901,2.1498559433610622,0.20994372225643732,-2.907314556369411,-5.769096942923664,-6.211152875084895,-4.139581157178715,-1.5230008076554504,-0.13431062232243712,-0.7731919849250706,-3.201311345516281],[-0.923554117563911,-2.82157484604547,-3.582158725519276,-2.3651451639705865,-0.5199947336114477,0.3071846763997138,-0.1475843103768324,-1.605408666851535,-3.0592953506717313,-2.739948193683055,-0.460692914079762,1.8229179359914829,2.7802545142035666,2.465376376637562,0.96610821938652,-0.9464426288017148],[-0.6971366660633807,-2.547422715870189,-3.569939130838881,-2.8665085340076897,-1.560176051081109,-1.0291445114008697,-1.513450984829626,-2.970447305031852,-4.57337677070606,-4.432788650122529,-2.233685546036831,0.033968370119355384,1.0685818518644972,1.0229952665990316,0.015884271295381724,-1.3457497275333055],[-0.6929201821363811,-0.19320580003670174,1.4327052611939277,3.9244436038881116,6.423516257361145,7.065564140552017,5.3869296856896876,2.5093515059063187,-0.7235324868987658,-3.1786837499120475,-3.430719037852108,-2.0104186845533825,-0.8350163530551519,-0.7293117514404779,-1.3269523616435492,-2.001471304678973],[-3.672284869072289,-2.0742351886911092,0.3090177523076476,3.411300894289609,5.604771713310421,5.059756889410456,1.9920383632099892,-2.281784719129815,-5.884547426511128,-6.192909131356726,-2.7840068949747376,1.379591159364069,3.6564833070560905,3.3010935924168896,0.4222443154322626,-3.452486449269052],[1.3895824165127464,2.53394346610365,4.3612007155505506,6.886451531723532,7.897516339642989,6.629969230047148,4.728170995085529,2.0892208332415123,-1.3824354157514693,-2.9105177378334144,-1.5246092709695778,0.39768119788791,1.5567118448925483,1.3730391853424362,-1.3755692829753312,-5.007214940795389]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029388020.908},""label"":""raw""}"
202,"{""data"":[[-0.9293210388006549,1.332548755044845,4.277909754465638,6.629877437418793,7.255872309548836,4.79758531793268,0.4204344714132633,-2.9448627163162406,-4.44309386234032,-4.227805607878854,-1.9811814720078114,0.9074889057444487,2.210330802375599,1.8362119740249252,0.6810618581572128,-1.0592522017881167],[-0.8987653809560825,0.9488007465684165,3.9017350999702196,5.854570288227533,5.241867021864715,1.483034493163125,-3.6486592290088895,-6.672170451958683,-5.9310385036396545,-2.1323834926822327,3.033694047033426,6.85774046187291,7.188576781018427,4.727197010046344,1.830219495458721,-0.1586899818939357],[-5.365250044288749,-4.8501567295155175,-1.8227184943354815,1.4292840311141006,3.2609488050922475,2.901414464913758,0.34232727965312626,-2.60624266006847,-3.81709638747588,-2.9511406472848853,-0.7003121780925474,2.1048616780213063,3.6575095658312438,2.4098905185108164,-0.5029631195546678,-2.494056085380237],[-1.658369084957034,-0.9398464678008952,-0.04358063264195988,0.5476385551329134,0.640672108888367,-0.4192541850974253,-2.0773846267709355,-2.780702775419204,-2.298362283507216,-1.0772760404571988,0.8031796302385209,2.514788206816513,3.0645759271032893,2.8995227343477366,2.9675866740171863,3.2681338700830826],[-1.7080809535610582,-0.8626375047356438,0.13802521984758787,1.082836425128306,1.8191810337429835,1.3017980403367786,-0.2950458453980169,-1.5507237196565282,-2.274807168646991,-2.593716521619955,-2.0525330155187866,-1.2670636113997649,-1.098096621019761,-0.9463186046197088,-0.26160640796935813,0.2073874965552484],[-1.3044773360340527,1.793998710983176,5.599786744212597,7.433822392132258,6.682016895958966,3.9814454509953197,0.35139492114180015,-2.1147772409322245,-2.086173172393051,-0.3774829864716551,1.7311168831533437,3.4183172631144805,3.490469648673622,1.206906626783141,-2.1605620368443113,-4.4255229943785634],[-5.582289621148597,-4.781032559956481,-2.285818733433262,0.6906429575625079,3.3750301426910956,4.446550353356352,3.643165821269881,2.3210479989908346,1.0842791814601247,0.24854102673620063,0.9988887449171657,3.406061854743387,5.686393539839424,6.222308071104788,4.673486240165212,1.7783118533575926],[-5.324296540942379,-1.379343140037132,3.861022062813485,7.917361562617966,8.593274186012412,4.3697673190059305,-1.7842423442129367,-5.12229878693792,-5.001303272127741,-2.4574305635942313,1.9662505589150996,5.572105702307363,5.878495816193233,3.9282629732177994,1.4140021263897349,-1.232018746144346]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029388083.544},""label"":""raw""}"
203,"{""data"":[[-2.48424439004601,-1.9556336509796972,0.4006896906868689,2.956938697465748,5.001237721632209,5.261688683477876,2.1165478090752274,-2.8196766978807406,-6.119538817449056,-6.295734985497399,-3.5560882629783808,0.6561507207811124,3.368016663565656,2.586154423910863,0.0440916860656726,-1.4247278995356663],[-1.0699568954157912,-1.1813460328576437,-1.7097787418303079,-3.582112281541205,-5.496460577012218,-6.286186729258237,-6.465688004449578,-6.1570038712592225,-4.967430008953059,-3.2440256727845895,-1.1800634055084434,1.247889830646467,3.00071041204038,2.727907899508847,0.7849055057230263,-1.462923318761975],[-2.1972721132356803,0.4297009592939536,3.9020586313366974,5.497435893993876,3.8032169271020413,0.135679623365756,-3.3939849223450675,-5.690757370404404,-5.959523362677656,-3.7645097429604775,-0.4474908529576025,2.1076759447478253,3.3812624194284444,2.996800924439722,1.2393057587140057,0.22337831711051137],[3.6365913216682832,4.363454569556044,5.0097616432385195,4.758050657244246,3.853308931373865,2.2349998981905417,-0.6267833375359133,-3.6118256947652636,-4.791503703172511,-3.92254725396682,-1.854722329058899,0.4643932089827062,1.5616257053961737,0.5875420047755113,-1.2243320066374532,-2.381911329597134],[0.1791125872615817,0.6467691845987842,1.891219716504674,3.323391988501156,4.869659064629374,5.335778864231292,3.002191585048667,-0.9292313082252295,-3.5109939426550736,-3.646178988802997,-1.8082171818071737,0.8148069167819741,2.121790932898764,0.9423365152103178,-1.2399292361078524,-2.399813271984719],[-4.514336627844148,-2.4143855107423313,0.6303408509044885,2.1844603165637686,0.94327385735434,-1.8356100921867133,-4.030797787214631,-4.5487438907881375,-3.316479683652731,-1.2685416030961316,-0.451174108507392,-1.9233463087140241,-4.333429909887113,-6.269521865832665,-6.9140117959518665,-5.281479485980335],[-0.4226305675484889,0.5256993123994476,4.269376687048288,7.503065728387678,7.949188870783169,5.316811238997095,0.797329867155224,-2.6884831647074674,-2.893234241657684,-0.6000015085337589,1.8817268584198055,2.9311503823876484,2.06786877356451,-0.34040458555639264,-2.8218397135562703,-3.8089847242596377],[-2.5212460109923107,-0.756228323041461,2.6432527187011257,4.873758809296477,5.380851390527903,3.5108652190812073,-1.2768726493565028,-5.869739362025173,-6.908944980784485,-4.745508408965589,-0.77525377289586,3.4813556453479393,5.092044905658533,2.540692789815585,-1.7664595111059227,-4.903314515440367]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029388145.987},""label"":""raw""}"
204,"{""data"":[[-1.2888213456498234,0.1339170456747465,2.1176937851581266,2.6015437797331513,0.790916556865211,-1.447093471219069,-2.984023134351948,-3.8281786593333704,-3.0888380788036693,-0.7028322962995261,1.5652626613986376,2.858448822796779,3.3507917461355143,2.4626879305173612,0.30223238666878294,-1.3493496462911172],[-3.2986368032718314,-3.7819134272368315,-2.179033309299453,0.1418442298541578,1.3202066503598078,1.1197369609023604,-0.39807667317700735,-2.498356285353928,-2.9220217493089695,-0.6750702111329743,2.4136320615300164,4.195826497140208,3.8061394028934843,1.1917699102120558,-2.4125580005867064,-4.42944493204339],[1.0581661636215904,2.25342592627019,2.4326351064094625,1.6253066174294732,0.2882917609655773,-0.9106332235869004,-1.0745905770649011,-0.4254335362017943,-0.25629850975296276,-0.4542910097305963,0.024835680409995176,0.7200287683441535,0.6804961687770725,-0.0777254478626328,-1.4370825380730152,-2.3643960159977757],[-2.9864293842098624,-3.1018261661325957,-2.277581987565293,-1.2343904928329228,-0.9840335372398477,-1.3199075094617456,-2.2913416764662697,-3.878153872923083,-4.446895403167689,-2.8631913628023793,-0.3875032149846973,1.4140619910935595,1.9111286661536528,0.6148936017232862,-1.8478126731247195,-3.210153578227098],[-2.4018712933194206,-1.553133351218277,0.07074001553741627,1.2584716952489963,1.1541638423774416,0.6775690039970113,0.15297779748187268,-0.635561062226394,-0.6874220999391545,0.6131849508717586,2.1373345272482043,2.92684949332282,2.797409178241062,1.0312792710390415,-2.3739781068341275,-5.245508641270266],[-1.7989279000397533,1.5474060176878799,3.597794170190489,4.109181788694553,2.7973049790948235,0.02579004544909136,-2.9886446317318955,-5.151065913364661,-5.847754931020971,-4.6666035094278895,-2.117237947892225,0.10010345761497375,0.7780079076211938,0.1486632978384368,-1.0219665399427091,-1.5142237966483787],[-3.340902052784468,-2.1109238246027253,-0.3764324665072415,1.061514178289278,1.2510020447921977,0.4927552465355044,-0.921993944712853,-3.0163902564527016,-4.529015518801069,-4.164977372058081,-2.5049998448693005,-0.6740828571289303,0.25728610145141007,-1.059285453748967,-4.3947023422981735,-7.185075979286411],[-6.187280896204136,-4.980828658408775,-1.420631409544718,1.6520187818684335,1.8993985712254704,-0.022903115281776465,-3.6403528575177813,-8.326513430330495,-10.769930379710416,-8.800431372723647,-4.011156528679267,1.7428280171830273,6.475941828528659,6.912228896685506,2.734315378729049,-2.0667054346710763]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029388208.703},""label"":""raw""}"
205,"{""data"":[[-1.6497688584108876,-1.2906009165972372,-0.1472458529646542,1.5453823628337706,1.830935661712965,0.058384798029327944,-2.125803096596057,-3.8735718220405406,-4.6298424264863725,-3.015717120424786,0.22939267609852476,2.405993205603184,2.6835076719047817,1.6620769855765405,-0.3072088495326031,-1.7712815539338345],[-3.745703359401463,-1.6483625300394205,0.9320391183426631,3.409610483818028,4.254800574928342,2.71221473482098,-0.32264621684919437,-4.023126564089822,-7.006170354111189,-6.806560769217267,-3.0650523379672334,1.6554205170363083,4.9032569960131305,5.298806684360244,2.8929106148058708,0.20509022343027428],[-0.9386477587618989,2.879009338073679,6.843924010972086,8.867908471327942,7.943953765057493,4.319845069728551,0.0020464443261203336,-2.4598498979424233,-2.1036260859090348,0.22723554299294513,3.094812408840835,4.788620659412212,3.6415087645006876,-0.3749990059429842,-4.951240541489825,-7.72136967339096],[-2.3228590768583426,-0.16387979815610265,2.527636339603841,5.075320381939289,5.802904336396895,4.224628191247116,1.9008351797534457,-0.34244007023234024,-2.1455377437631937,-2.0144543941271227,0.22727369435301847,2.6472722200686003,4.168475983259657,4.518137703965625,3.0746667622429915,0.692532007334485],[-5.8139943773480525,-4.3983438022254875,-1.418884485636397,2.2295172535509327,4.196553098754753,3.409209280688121,1.3133708195896925,-1.096886818546607,-3.16426779198423,-2.9160791863832736,0.029234458917479333,3.3830586719198905,5.6049009585070415,5.969584590691934,3.522513017128965,-0.4958873057005415],[-0.3728724566843682,1.7213545421975922,3.098163800878025,2.735642319626958,0.6283047330321243,-2.4345398583413456,-4.882622212836932,-4.9178018706192255,-1.9436458666316303,2.8650562055029707,7.660858057692476,10.41095467025004,9.268776802575967,4.309417879134511,-1.7426129308620215,-5.870235647252532],[-7.342435640133666,-4.928582405207495,-1.0790182151338579,2.0962603192236218,2.3016820074334516,-0.4215140929984389,-3.806040339293797,-5.953158959412971,-5.864305903514451,-3.304316737835032,0.3590436886135626,2.914653978973445,3.328558547261706,1.7356871015539566,-1.0666339843059063,-3.2359423175388313],[-4.30453614433959,-3.4556280622172157,0.6226382415305216,5.647516750693046,7.045131999970041,3.966554639187484,-0.3916984868143949,-4.159868172366111,-5.841912042888621,-3.2944862674895754,1.64436186280673,4.724656815600045,5.2072266709844826,3.723591754393421,-0.06730687806688485,-4.155230664801111]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029388271.292},""label"":""raw""}"
206,"{""data"":[[-0.9060950224167206,1.6269692842049994,3.5180479563432536,3.918245266628121,2.955652377332092,0.8343296022368911,-0.9424299705066084,-1.0502253312469425,-0.9499026641539976,-2.077451549150746,-3.3309148711787513,-3.543653376632931,-2.6948590316395618,-0.8231838325519911,0.9201456356974521,0.3438443199162007],[0.06001606296601203,2.1708550384518217,3.911123144831747,3.705883531010953,1.583014709496548,-1.324964101325685,-2.8189837696887667,-1.6999301512030593,0.4429609618027128,1.8655964076938782,2.702254750802105,3.0933062821940682,2.5717493848605466,1.5952274274635114,0.9307287926703997,0.4530973325300085],[-7.3997011792436815,-3.568800848925912,1.8861964950667716,5.650742108348396,6.698725160729069,5.795386249136588,3.588893357087038,1.3870555008037535,0.2513656362593382,-0.09841120213766055,0.25405076828963197,1.7887897038939269,3.760224175964193,4.37684193582718,2.7740592536363735,-0.39245310400775635],[-0.37667388600128104,0.2867946876117451,1.086563621123627,1.1832104764272975,0.3133374919658676,-1.8343748065426029,-4.067989636492079,-4.565406584781117,-3.7155742131350697,-2.6866706572631665,-1.3098373422617495,0.14195323749107303,0.588940229074631,0.2281609367911293,-0.20757180696058708,-0.9217138654781508],[-2.8398189955817728,-2.2910473220176053,-0.1335291556499869,2.514924213529408,4.166555687217621,3.095767155645712,0.05341622904754395,-2.5908128116946503,-4.061630641014473,-4.293206468418447,-2.7789373522475964,-0.33945575449256116,1.369530968575413,2.1671774019185213,2.5324055750291024,2.141673808841964],[-6.416504217575767,-3.237795854752016,1.5115089557257244,4.709781702182958,5.391806908320333,4.229107200579595,2.0687600502285854,0.05724671346861421,-1.3084779014569836,-2.277964927976114,-2.6535672304874502,-1.8250639854956994,0.022512222442707452,1.8381497318541298,2.6437771161585166,1.9376902345196196],[-2.9034608088050864,-0.14591537217854889,3.1489443101855032,5.188855827994839,4.779185040259815,1.584626629949129,-2.720782992420479,-5.681834666202079,-6.563197042647362,-5.512617570442433,-2.774524442093064,0.4172948497908704,2.7217320977029065,4.015143759486132,4.336322131937843,3.173421394448333],[-5.645698662313421,-4.9966234741533295,-4.003001834078618,-2.316198242580716,-0.04090601383755699,1.3383427746759093,2.3128278393696586,3.908916516012753,4.289943716109101,2.6862839105383904,1.4204554276602792,1.2735440918427468,1.2732294942474318,1.6040905101723393,1.5689124636512168,-0.814577488517042]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029388333.579},""label"":""raw""}"
207,"{""data"":[[-2.1012506062179392,-3.111410531583287,-1.232729653036666,1.9794883958897311,4.663579822027927,4.568397634523167,0.678612033781782,-3.834879492700752,-5.066006550212572,-2.869338431611795,0.8282627343402136,4.045183507490956,4.7651576093151045,2.7812119486173303,0.4620330278523712,-0.5017352372454884],[0.33638421843605015,1.1854650380213894,1.9191660829654276,0.9505973957487284,-1.0492398022320353,-3.1913851720531894,-5.293234205032461,-6.149638728450763,-4.9709297393844825,-2.9705479290035646,-1.4740712924500112,-0.6804427544268404,-0.6562752288859753,-1.3139443015966297,-1.5279352644651223,-0.7760450893914237],[-3.6726204324777014,-5.032053377005283,-3.4631119480887067,-0.751505059917406,0.3201731359498925,-1.1112395712142424,-3.9861088310698327,-6.454942277850488,-6.760075173833899,-4.847610881394591,-2.600067821380573,-1.65222436308449,-1.9482733177769853,-2.821416047066752,-3.771201681812255,-4.2327324251217835],[-1.6082827878173354,-1.117191912787974,0.24612024224791462,1.0605630143972937,1.2345159789164055,0.9425094023697511,-0.20911213225067693,-1.4321881384606259,-1.467740422659975,-0.8454740497131803,-0.4879596137306101,-0.0993753608173659,0.15404718728473882,-0.5304192598562576,-1.5919796766011043,-2.271857907460873],[1.2042433578921363,0.8439380534967643,0.9244822654536672,0.5054386729598259,0.06700731354600736,-0.15981989852253708,-0.8472001642227948,-1.5083823788139523,-1.170591790828113,-0.3044693292494667,0.42945143003852804,1.3138725466818033,1.919107514622605,1.2631535605444126,0.06105031177668474,-0.6354794000661428],[-0.166608890629794,-2.321465674695491,-2.875957443462295,-1.6826091818676858,0.21964868219451095,1.8935723898859531,2.539344456880145,1.9305803103611106,0.9421445330066951,0.17739659606315006,-0.8203930634093353,-2.4101432622944214,-4.205274755849514,-5.694287902223039,-6.244907920952737,-5.22597850854217],[0.9996076153625479,-0.3512418051460161,0.21783778263944797,2.286978014169719,4.744437786166539,5.463727965302933,2.944264377862177,-1.1120393326701965,-3.486785232871585,-2.698700773865016,0.6560014136707375,4.487933808062671,6.098900800727624,4.35213458645688,0.868166097637058,-1.9793724739984002],[-4.0849110993297755,-4.429347749379734,-1.7083513714002638,1.5687346181013018,4.211369478247975,4.123490006580077,0.219790219624592,-3.7463665580562417,-4.493249200575306,-3.2486965180947838,-1.5845022415211503,-0.035263046115092456,-0.22967188935481642,-2.5023516722516934,-4.151563182738471,-3.9487872392405463]],""info"":{""channelNames"":[""CP3"",""C3"",""F5"",""PO3"",""PO4"",""F6"",""C4"",""CP4""],""notchFrequency"":""60Hz"",""samplingRate"":256,""startTime"":1720029388395.845},""label"":""raw""}"
